OBJECTID,NA_ID,ACRES,NA_NAME,OWNER,R_RATING,C_RATING,TOP_RATING,DATA_DATE
901,425,141.12,Mud Creek Bridge and Eubank Swamp Remnant,"LOCAL, PRV",R3 (High),C4 (Moderate),High,2021/01/22
902,424,15.42,Mud Creek Remnant Wetland/Teneriffe Mountain,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
903,1231,19.85,Murdoch Center Diabase Sill,"NCDA, NCHHS, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
904,1523,400.43,Naked Creek Atlantic White Cedar Stand,NCWRC,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
905,1143,174.95,Nantahala Gorge/Blowing Spring,USFS,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
906,1816,11913.64,Neuse River Floodplain and Bluffs,"NCCLT, NCWRC, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
907,2083,15364.5,New Lake Fork Pocosin and New Lake,"PRV, USFWS",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
908,3192,286.55,Gum Swamp Creek and Sandhills,"NCWRC, PRV",R3 (High),C4 (Moderate),High,2021/01/22
909,1709,96.33,Little Peters Creek Bluffs,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
910,65,1486.89,Chimney Rock Natural Area,NCDPR,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
911,1165,36.82,McClures Wetland,"PRV, TNC",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
912,197,27169,Alligator River/Swan Creek Lake Swamp Forest,"PRV, USFWS",R2 (Very High),C3 (High),Very High,2021/01/22
913,948,33.97,Juniper Springs Church Natural Area,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
914,447,40.54,St. Johns School Bluffs,PRV,R5? (General?),C5 (General),General,2021/01/22
915,251,51.05,Spies Longleaf Pine/Wiregrass Site,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
916,1766,390.85,Beaver Dam Creek Shrub Community,NCWRC,R5 (General),C4 (Moderate),Moderate,2021/01/22
917,1095,69.51,Camp Lejeune Starretts Meadow,USDOD,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
918,1555,328.3,Steestachee and Wesner Balds-Boulderfields,"PRV, USNPS",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
919,717,550.29,Still Lane Seepage Slopes,NCWRC,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
920,476,26.01,Dunn's Mountain,"LOCAL, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
921,2084,5.26,Ellicott Mountain Pogonia Site,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
922,1402,279.27,Redbank Cove,"PRV, USNPS",R4 (Moderate),C5 (General),Moderate,2021/01/22
923,1404,17.81,Reedy Branch,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
924,1950,61.4,Reems Creek Gorge,PRV,R5 (General),C5 (General),General,2021/01/22
925,617,1129.57,Rendezvous Mountain State Forest Natural Area,NCFS,R5 (General),C4 (Moderate),Moderate,2021/01/22
926,1411,6.95,Good News Bay,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
927,1897,2629.21,Richland Balsam/Beartrail Ridge,"PRV, TNC, USFS, USNPS",R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
928,581,3426.12,Bluff Mountain,"PRV, TNC",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
929,1020,22598.6,Roanoke/Stumpy Point Marshes and Pocosin,USFWS,R2 (Very High),C2 (Very High),Very High,2021/01/22
930,1325,1002.07,Sweetwater Creek Swamp,PRV,R3 (High),C5 (General),High,2021/01/22
931,1256,1668.24,Tanasee Bald/Tanasee Ridge,"USFS, USNPS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
932,1929,476.12,TAR/Upper Tar River Aquatic Habitat,PW,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
933,1928,2082.39,TAR/Lower Tar River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
934,1230,67.8,Bear Creek Natural Area,"NCWRC, USFS",R2 (Very High),C5 (General),Very High,2021/01/22
935,591,31.65,Salter Path Dunes Natural Area,NCAQU,R2 (Very High),C4 (Moderate),Very High,2021/01/22
936,1960,63.14,TAR/Rocky Swamp Aquatic Habitat,PW,R2 (Very High),C4 (Moderate),Very High,2021/01/22
937,2137,279.01,LTN/Cheoah River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
938,2146,1299.86,Havelock Station Flatwoods and Powerline Corridor,USFS,R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
939,2162,110.69,Box Elder Bottomlands,PRV,R5 (General),C5 (General),General,2021/01/22
940,2165,187.72,Collins Mountain,PRV,R5? (General?),C5 (General),General,2021/01/22
941,2085,215.84,Emerald Isle/West End Beach,PRV,R3 (High),C3 (High),High,2021/01/22
942,1489,2.71,Etowah Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
943,1742,4054.1,Faircloth Road Pond Pine Pocosin,USDOD,R3 (High),C3 (High),High,2021/01/22
944,2090,29.89,Fines Creek Rare Plant Site,PRV,R3 (High),C5 (General),High,2021/01/22
945,1789,269.11,Flanner Beach Natural Area,"PRV, USFS",R2 (Very High),C4 (Moderate),Very High,2021/01/22
946,656,21.68,Flat Creek Serpentine Dike,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
947,1332,71.51,Tate Road Savanna,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
948,1401,193.85,Beech Branch/Tar River Meander Loop,PRV,R5 (General),C5 (General),General,2021/01/22
949,1646,71.76,Topsail Outcrop,NCDMF,R3 (High),C5 (General),High,2021/01/22
950,1712,86.39,Georges Mill Bittercress Site,PRV,R3 (High),C4 (Moderate),High,2021/01/22
951,426,4.8,Georgeville Sunflower Site,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
952,2603,339.04,Mill Creek/NC 49 Hardwood Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
953,2607,341.66,Adcock Road Hardwood Forest,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
954,2606,15.18,Dirgie Mine Road Rare Plant Site,PRV,R5 (General),C5 (General),General,2021/01/22
955,934,73.28,Denny Store Gabbro Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
956,2295,147.17,Hyco/Ghent Hardwood Forest,PRV,R3 (High),C4 (Moderate),High,2021/01/22
957,223,5.26,Cub Creek Tributary Rare Plant Site,PRV,R1 (Exceptional),C5 (General),Exceptional,2021/01/22
958,2407,111.18,Fred Poole Trail Flatwoods,NCFS,R5 (General),C5 (General),General,2021/01/22
959,1517,23.94,Bushy Bay Sand Ridge,PRV,R5 (General),C5 (General),General,2021/01/22
960,1129,1290.74,Cedar Swamp Seep,"PRV, TNC",R3 (High),C4 (Moderate),High,2021/01/22
961,246,305.89,Addie Barnes Pine Natural Area,NCFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
962,2341,40.48,Smith River Slopes,LOCAL,R5 (General),C5 (General),General,2021/01/22
963,2344,20.68,Cold Spring Gap,PRV,R3 (High),C4 (Moderate),High,2021/01/22
964,2345,48.6,Collins Bridge Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
965,2346,10.84,Costa Floodplain,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
966,744,2055.21,McCain Sandhills,NCDA,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
967,2503,25.99,Hidden Cove Hardwood Forest,PRV,R5 (General),C5 (General),General,2021/01/22
968,2385,76.16,Little Juniper Creek Bay,PRV,R5 (General),C5 (General),General,2021/01/22
969,2381,833.66,Old Laurel Hill Road Sandhills,PRV,R3 (High),C4 (Moderate),High,2021/01/22
970,2383,259.41,Horseshoe Road Sandhills,NCWRC,R5 (General),C4 (Moderate),Moderate,2021/01/22
971,2379,1171.19,Nashville Church Road Sandhills,NCWRC,R3 (High),C3 (High),High,2021/01/22
972,2380,723.69,Wilkes Branch Sandhills,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
973,1097,51.62,Brushy Fork Basic Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
974,2399,148.64,Greenfield Lake,LOCAL,R3 (High),C5 (General),High,2021/01/22
975,2400,232.85,Howe Creek Natural Area,PRV,R3 (High),C5 (General),High,2021/01/22
976,2401,391.23,Pages Creek Natural Area,NCDOA,R4 (Moderate),C5 (General),Moderate,2021/01/22
977,2403,80.64,Kies Mountain Hardwood Forests,USFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
978,2228,529.86,Naomi Church Sandhills,"NCWRC, PRV",R5 (General),C4 (Moderate),Moderate,2021/01/22
979,2382,403.53,Hills Creek Road Sandhills,"NCWRC, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
980,2220,755.65,Troutman Farm Natural Area,"PRV, TNC, USFWS",R3 (High),C3 (High),High,2021/01/22
981,358,1865.75,Little Singletary Lake,"NCWRC, PRV",R3 (High),C3 (High),High,2021/01/22
982,2449,24.76,Penegar/Gastonia South Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
983,2452,30.4,Grant Hill,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
984,2453,37.72,Middle Pasour Mountain,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
985,2455,15.04,Hartsell Road Mesic Forest,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
986,2456,215.86,Miami Church Hill Rare Plant Site,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
987,2458,53.48,Lentz Harness Shop Road Upland Depression,PRV,R5 (General),C5 (General),General,2021/01/22
988,2502,87.82,Cabin Creek Hardwood Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
989,2497,3,Good Shepherd Upland Depression Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
990,2496,656.99,Ellis Creek--Stokes Ferry Hardwood Forests,"PRV, USFS",R5 (General),C4 (Moderate),Moderate,2021/01/22
991,2402,341.15,Kies Mountain Hardpans,USFS,R5 (General),C4 (Moderate),Moderate,2021/01/22
992,106,941.07,Battle Royal Bay,PRV,R3 (High),C3 (High),High,2021/01/22
993,1576,584.15,Murphytown Sand Ridge,PRV,R5 (General),C5 (General),General,2021/01/22
994,237,100.27,LBR/Juniper Creek/Driving Creek Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
995,321,14.55,Lake Derra Marsh,PRV,R3 (High),C4 (Moderate),High,2021/01/22
996,632,474.21,Chunky Gal/Riley Knob,USFS,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
997,2285,6.53,Griffen Hunt Preserve,"NCDOT, PRV",R3 (High),C5 (General),High,2021/01/22
998,2398,34.02,Cheek Creek Ridge,USFS,R3 (High),C4 (Moderate),High,2021/01/22
999,709,48.74,East Flat Rock Natural Area,PRV,R1 (Exceptional),C5 (General),Exceptional,2021/01/22
1000,474,132.84,TAR/Shocco Creek Subbasin Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
1001,2459,48.68,Old Bell Mission Church Forest,PRV,R5 (General),C5 (General),General,2021/01/22
1002,2460,76.59,New Testament Baptist Church Knoll and Seep,PRV,R5 (General),C5 (General),General,2021/01/22
1003,1323,11103.5,Suffolk Scarp Bogs,PRV,R4 (Moderate),C3 (High),High,2021/01/22
1004,718,1007.38,Roberdo Bog and Longleaf Pine Forest,"PRV, USFS",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1005,2499,426.93,Stony Mountain/Rich Mountain,"NCDPR, PRV, TNC",R3 (High),C2 (Very High),Very High,2021/01/22
1006,1643,44.83,Yadkin Basic Slopes,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1007,2504,13.97,Pineola South Natural Area,NCDPR,R2 (Very High),C3 (High),Very High,2021/01/22
1008,3253,46.34,Dry Branch Forests,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1009,1257,1628.86,Mill Bay Natural Area,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1010,925,462.73,Otter Slide Limesink Complex,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1011,1827,646.62,Turnbull Creek Swamp,"NCFS, PRV",R3 (High),C5 (General),High,2021/01/22
1012,3254,229.14,Ritchies Hardpan Forest,PRV,R3 (High),C5 (General),High,2021/01/22
1013,1575,36.93,Walkers Bluff,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1014,1270,4.59,White Oak Pondberry Site,PRV,R5 (General),C5 (General),General,2021/01/22
1015,1608,131.67,Lake Johnson Park,LOCAL,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1016,1918,2.8,Hughes Marsh,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1017,149,9347.12,Hickorynut Mountain,PRV,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1018,698,510.91,Catawba Headwaters/Fortune Field,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1019,2423,1178.95,Morgan Mountain -- Ledbetter Mountain,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1020,2466,34.13,Lick Branch Slopes,"PRV, USACE",R5 (General),C5 (General),General,2021/01/22
1021,2469,16.93,Quail Roost Oak Uplands,PRV,R5? (General?),C5 (General),General,2021/01/22
1022,2477,5.27,Snow Creek Wetland,PRV,R5? (General?),C? (Unranked),Unranked,2021/01/22
1023,3200,415.52,North Toe River Bluff,PRV,R3 (High),C3 (High),High,2021/01/22
1024,2263,146.86,Island Ford Flatrocks,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1025,3232,93.09,McClendons Creek Bottomland,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1026,2437,187.2,Davenport Road/Mountain View Rare Plant Site,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1027,3231,644.07,W. Kerr Scott Reservoir,USACE,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1028,1791,991.21,Johnson Mill Bay,"NCFS, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1029,643,555.14,Jones Blueberry Longleaf Woods,PRV,R5 (General),C5 (General),General,2021/01/22
1030,2409,155.38,Smith Bay Flatwoods,PRV,R5 (General),C5 (General),General,2021/01/22
1031,2421,609.19,Jones Mountain/French Mountain,PRV,R5 (General),C5 (General),General,2021/01/22
1032,2417,584.13,The Loop/Gillespie Gap,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1033,2418,424.27,Upper Pepper Creek Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
1034,2419,127.7,Honeycutt Cove Natural Area,PRV,R5 (General),C5 (General),General,2021/01/22
1035,2274,110.92,Brier Knob,PRV,R5 (General),C5 (General),General,2021/01/22
1036,2272,193.6,Little Buck Hill Forests and Seep,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1037,2483,101.23,Pine Hall Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
1038,180,613.78,White Oak Creek Floodplain,USACE,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1039,1004,1890.44,Upper Neuse River Floodplain,"CWMTF, LOCAL, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
1040,279,73,Upper Barton Creek Bluffs and Ravine,USACE,R5 (General),C5 (General),General,2021/01/22
1041,1926,23.83,Wild Cat Hollow,PRV,R5 (General),C5 (General),General,2021/01/22
1042,662,1865.88,Lake Ellis Simon,PRV,R2 (Very High),C2 (Very High),Very High,2021/01/22
1043,1430,15914.23,PAS/Lake Phelps Aquatic Habitat,NCDPR,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1044,1986,88.96,Lake Raleigh Hardwood Forest,NCSU,R5 (General),C5 (General),General,2021/01/22
1045,390,4.11,Laurel Branch Mountain Heartleaf Habitat,PRV,R3 (High),C5 (General),High,2021/01/22
1046,1096,55.46,Laurel Fork Wetlands,USNPS,R3 (High),C3 (High),High,2021/01/22
1047,190,33.02,Panic (Andropogon) Bay,PRV,R5 (General),C5 (General),General,2021/01/22
1048,276,140.46,Bald Mountain,"DUKE, TLC",R4 (Moderate),C5 (General),Moderate,2021/01/22
1049,189,38.79,Panther Cliffs,PRV,R5 (General),C5 (General),General,2021/01/22
1050,1296,6720.38,Panthertown Valley,USFS,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1051,577,5898.58,Pea Island National Wildlife Refuge,USFWS,R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
1052,605,440.19,Pearsons Falls Glen/Pacolet River Bluffs,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1053,864,421.44,Pee Dee River Gabbro Slopes,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1054,226,243.21,Bald Mountain Natural Areas,"PRV, USFS",R1 (Exceptional),C5 (General),Exceptional,2021/01/22
1055,598,139.12,South Mills River Scarlet Oak Area,USFS,R5 (General),C5 (General),General,2021/01/22
1056,582,413.16,CPF/South River Aquatic Habitat,PW,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1057,946,184.98,Southport Ferry Landing Forest,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1058,792,6.92,South Butner Cedar Glades,NCPCP,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1059,1782,332.55,Spice Cove,USFS,R4 (Moderate),C5 (General),Moderate,2021/01/22
1060,1141,186.42,Big Cypress Bay and Ponds,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
1061,868,2358.55,Church Island Marsh,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1062,165,129.9,Blackwood Mountain,DUKE,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1063,1957,1391.95,Lake Waccamaw/Council Ridge,NCDPR,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1064,2,71.76,Bogue Inlet Outcrop,NCDMF,R3 (High),C5 (General),High,2021/01/22
1065,374,2067.93,South Currituck Marshes,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
1066,135,959.04,The Pot Holes,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1067,580,641.6,Bonas Defeat/Tuckasegee Gorge,USFS,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
1068,1825,449.73,Upper Wiccacon River Swamp,PRV,R5 (General),C5 (General),General,2021/01/22
1069,330,613.87,Big Laurel Creek Gorge,USFS,R3 (High),C4 (Moderate),High,2021/01/22
1070,105,1536.15,Chinkapin Creek Hardwood Forest,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
1071,1938,140.5,New River State Park/Wagoner Road Cove Forest,"NCDPR, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1072,335,16.77,Ledford Seep,PRV,R5? (General?),C? (Unranked),Unranked,2021/01/22
1073,1253,1868.96,Bird Island,NCDCM,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1074,346,635.54,Black Walnut Swamp,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1075,1511,430.2,Rascoe Millpond,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1076,910,6.65,Temple Rock,TLC,R3 (High),C4 (Moderate),High,2021/01/22
1077,1127,78.23,The Rocks,LOCAL,R2 (Very High),C3 (High),Very High,2021/01/22
1078,784,1.89,Old US 64 Granitic Flatrock,PRV,R5 (General),C5 (General),General,2021/01/22
1079,1305,73.6,Richland Creek Hardwood Forest,"NCDOT, NCSU, PRV",R5 (General),C5 (General),General,2021/01/22
1080,1531,5.11,Walnut Creek Sumac Site,"LOCAL, NCDOT, PRV",R5 (General),C5 (General),General,2021/01/22
1081,1737,161.95,Yates Millpond,"LOCAL, NCSU, PRV",R1 (Exceptional),C5 (General),Exceptional,2021/01/22
1082,1878,317.89,Old Weaver Trail Slopes,USACE,R3 (High),C5 (General),High,2021/01/22
1083,2444,266.87,Camp Bud Schiele/BSA Reservation,NSL,R5 (General),C5 (General),General,2021/01/22
1084,2596,137.43,South Hyco Creek Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
1085,2602,101.47,Carver Drive Outcrops and Seeps,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1086,861,328.94,Waterrock Knob,"PRV, USNPS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1087,381,216.35,Woods Mountain/Singecat Ridge,USFS,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
1088,3178,234.81,Beech Creek Slopes,"NCDPR, PRV",R3 (High),C4 (Moderate),High,2021/01/22
1089,1412,649.97,Rocky Point Marl Forest,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
1090,140,39.95,Lower West Branch Bottoms,"PRV, USFS",R4 (Moderate),C5 (General),Moderate,2021/01/22
1091,2429,381.96,Walker Mountain/Wood Run Natural Area,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
1092,2506,50.35,High Flat Swamp Forest,PRV,R5 (General),C5 (General),General,2021/01/22
1093,2413,734.48,Rockfish Creek Ravines,PRV,R3 (High),C5 (General),High,2021/01/22
1094,2414,868.52,Rockfish Creek/Raeford Natural Area,"LOCAL, PRV",R3 (High),C4 (Moderate),High,2021/01/22
1095,1239,3103.58,Calloway Sandhills,TNC,R3 (High),C2 (Very High),Very High,2021/01/22
1096,2508,183.93,Alexander's Ford,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1097,937,121.86,Glendon Alluvial Forests,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1098,2512,13.02,Abbotts Bend Basic Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
1099,2517,134.09,Swearing Creek Swamp Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1100,2515,31.77,Chickasaw Plum Forest,PRV,R5? (General?),C5 (General),General,2021/01/22
1101,2592,569.77,Toodies Creek Headwaters,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1102,2586,255.45,Hensley Branch Headwaters,PRV,R5 (General),C5 (General),General,2021/01/22
1103,2590,300.89,Georges Fork Headwaters,PRV,R5 (General),C5 (General),General,2021/01/22
1104,2585,128.2,Elk Shoal Creek Headwaters,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1105,2591,84.66,Bluerock Knob/Sevenmile Ridge,PRV,R5 (General),C5 (General),General,2021/01/22
1106,585,502.38,Spring Mountain/Pisgah View,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
1107,2041,264.87,Pisgah Highway Oak-Hickory Forest,USFS,R5 (General),C5 (General),General,2021/01/22
1108,2583,968.23,Buffalo Creek Gorge,NCWRC,R3 (High),C4 (Moderate),High,2021/01/22
1109,1784,50.36,New Light Creek Slopes,USACE,R5? (General?),C5 (General),General,2021/01/22
1110,370,4.48,Lake Mirl Granitic Flatrocks,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
1111,1785,95.8,Little Beaverdam Creek Slopes,"PRV, USACE",R4 (Moderate),C5 (General),Moderate,2021/01/22
1112,1353,25.54,Jim Branch/Buckhorn Creek Forests,"PRV, TLC",R5 (General),C5 (General),General,2021/01/22
1113,557,4.97,Madison Bog,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
1114,89,549.46,Bat Cave/Bluerock Mountain,"NCDPR, PRV, TNC",R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
1115,2446,15.5,Big Horse Creek Rare Plant Site,PRV,R5 (General),C5 (General),General,2021/01/22
1116,1879,147.26,Brice Rare Plant Site,PRV,R3 (High),C4 (Moderate),High,2021/01/22
1117,2436,2120.54,Cherry Mountain,"PRV,",R2 (Very High),C4 (Moderate),Very High,2021/01/22
1118,2439,48.65,Floyds Creek Tributary Rare Plant Site,"PRV,",R5 (General),C5 (General),General,2021/01/22
1119,1016,369.04,Jockey's Ridge State Park,NCDPR,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
1120,97,3385.36,Charlie Long Millpond/Big Colly Bay,"NCFS, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
